time,ia,ib,ic,vthev_a,v_a,v_n,omega,torque,theta_elec,theta_mech
0.01225,2.0136,-4.7818,2.7682,12.4997,12.4592,12.0822,0.1655,0.2113,0.7697,0.0005
0.01230,2.0268,-4.7938,2.7670,12.5002,12.4594,12.0813,0.1675,0.2127,0.7728,0.0005
0.01235,2.0400,-4.8058,2.7657,12.5006,12.4596,12.0804,0.1695,0.2140,0.7760,0.0005
0.01240,2.0532,-4.8176,2.7644,12.5011,12.4597,12.0795,0.1715,0.2154,0.7791,0.0005
0.01245,2.0665,-4.8295,2.7630,12.5015,12.4599,12.0786,0.1736,0.2167,0.7823,0.0005
0.01250,2.0798,-4.8412,2.7615,12.5019,12.4600,12.0777,0.1757,0.2181,0.7854,0.0005
0.01255,2.0930,-4.8529,2.7599,12.5023,12.4602,12.0767,0.1777,0.2195,0.7885,0.0005
0.01260,2.1063,-4.8645,2.7582,12.5027,12.4604,12.0758,0.1798,0.2208,0.7917,0.0005
0.01265,2.1196,-4.8761,2.7565,12.5032,12.4605,12.0749,0.1819,0.2222,0.7948,0.0005
0.01270,2.1329,-4.8876,2.7546,12.5036,12.4606,12.0740,0.1841,0.2236,0.7980,0.0005
0.01275,2.1462,-4.8990,2.7527,12.5040,12.4608,12.0731,0.1862,0.2249,0.8011,0.0006
0.01280,2.1596,-4.9103,2.7507,12.5044,12.4609,12.0722,0.1883,0.2263,0.8042,0.0006
0.01285,2.1729,-4.9216,2.7487,12.5047,12.4610,12.0713,0.1905,0.2277,0.8074,0.0006
0.01290,2.1863,-4.9328,2.7465,12.5051,12.4611,12.0703,0.1927,0.2290,0.8105,0.0006
0.01295,2.1996,-4.9439,2.7443,12.5055,12.4613,12.0694,0.1949,0.2304,0.8137,0.0006
0.01300,2.2130,-4.9550,2.7420,12.5059,12.4614,12.0685,0.1971,0.2318,0.8168,0.0006
0.01305,2.2264,-4.9660,2.7396,12.5063,12.4615,12.0676,0.1993,0.2332,0.8200,0.0006
0.01310,2.2398,-4.9769,2.7371,12.5066,12.4616,12.0667,0.2015,0.2345,0.8231,0.0006
0.01315,2.2532,-4.9878,2.7346,12.5070,12.4616,12.0658,0.2037,0.2359,0.8262,0.0006
0.01320,2.2666,-4.9986,2.7319,12.5073,12.4617,12.0648,0.2060,0.2373,0.8294,0.0006
0.01325,2.2800,-5.0093,2.7292,12.5077,12.4618,12.0639,0.2083,0.2387,0.8325,0.0007
0.01330,2.2935,-5.0199,2.7265,12.5080,12.4619,12.0630,0.2106,0.2400,0.8357,0.0007
0.01335,2.3069,-5.0305,2.7236,12.5084,12.4620,12.0621,0.2129,0.2414,0.8388,0.0007
0.01340,2.3204,-5.0410,2.7206,12.5087,12.4620,12.0611,0.2152,0.2428,0.8419,0.0007
0.01345,2.3338,-5.0515,2.7176,12.5090,12.4621,12.0602,0.2175,0.2442,0.8451,0.0007
0.01350,2.3473,-5.0618,2.7145,12.5094,12.4621,12.0593,0.2198,0.2455,0.8482,0.0007
0.01355,2.3608,-5.0721,2.7114,12.5097,12.4622,12.0584,0.2222,0.2469,0.8514,0.0007
0.01360,2.3742,-5.0824,2.7081,12.5100,12.4622,12.0575,0.2246,0.2483,0.8545,0.0007
0.01365,2.3877,-5.0925,2.7048,12.5103,12.4623,12.0565,0.2269,0.2497,0.8577,0.0007
0.01370,2.4012,-5.1026,2.7014,12.5106,12.4623,12.0556,0.2293,0.2510,0.8608,0.0008
0.01375,2.4147,-5.1126,2.6979,12.5109,12.4623,12.0547,0.2317,0.2524,0.8639,0.0008
0.01380,2.4282,-5.1226,2.6944,12.5112,12.4624,12.0537,0.2342,0.2538,0.8671,0.0008
0.01385,2.4417,-5.1325,2.6907,12.5115,12.4624,12.0528,0.2366,0.2552,0.8702,0.0008
0.01390,2.4552,-5.1423,2.6870,12.5118,12.4624,12.0519,0.2390,0.2565,0.8734,0.0008
0.01395,2.4688,-5.1520,2.6832,12.5121,12.4624,12.0510,0.2415,0.2579,0.8765,0.0008
0.01400,2.4823,-5.1617,2.6794,12.5123,12.4624,12.0500,0.2440,0.2593,0.8796,0.0008
0.01405,2.4958,-5.1713,2.6755,12.5126,12.4624,12.0491,0.2465,0.2607,0.8828,0.0008
0.01410,2.5093,-5.1808,2.6715,12.5129,12.4624,12.0482,0.2490,0.2621,0.8859,0.0009
0.01415,2.5229,-5.1902,2.6674,12.5131,12.4624,12.0472,0.2515,0.2634,0.8891,0.0009
0.01420,2.5364,-5.1996,2.6632,12.5134,12.4624,12.0463,0.2540,0.2648,0.8922,0.0009
0.01425,2.5499,-5.2089,2.6590,12.5136,12.4624,12.0454,0.2566,0.2662,0.8954,0.0009
0.01430,2.5635,-5.2182,2.6547,12.5139,12.4623,12.0444,0.2591,0.2676,0.8985,0.0009
0.01435,2.5770,-5.2274,2.6503,12.5141,12.4623,12.0435,0.2617,0.2689,0.9016,0.0009
0.01440,2.5906,-5.2365,2.6459,12.5144,12.4623,12.0426,0.2643,0.2703,0.9048,0.0009
0.01445,2.6041,-5.2455,2.6414,12.5146,12.4622,12.0416,0.2669,0.2717,0.9079,0.0009
0.01450,2.6177,-5.2544,2.6368,12.5148,12.4622,12.0407,0.2695,0.2731,0.9111,0.0010
0.01455,2.6312,-5.2633,2.6321,12.5150,12.4621,12.0398,0.2721,0.2744,0.9142,0.0010
0.01460,2.6448,-5.2722,2.6274,12.5152,12.4621,12.0388,0.2748,0.2758,0.9173,0.0010
0.01465,2.6583,-5.2809,2.6226,12.5154,12.4620,12.0379,0.2774,0.2772,0.9205,0.0010
0.01470,2.6719,-5.2896,2.6177,12.5157,12.4619,12.0370,0.2801,0.2786,0.9236,0.0010
0.01475,2.6854,-5.2982,2.6127,12.5159,12.4619,12.0360,0.2828,0.2799,0.9268,0.0010
0.01480,2.6990,-5.3067,2.6077,12.5160,12.4618,12.0351,0.2855,0.2813,0.9299,0.0010
0.01485,2.7126,-5.3152,2.6026,12.5162,12.4617,12.0342,0.2882,0.2827,0.9331,0.0011
0.01490,2.7261,-5.3236,2.5975,12.5164,12.4616,12.0332,0.2909,0.2841,0.9362,0.0011
0.01495,2.7397,-5.3319,2.5922,12.5166,12.4615,12.0323,0.2937,0.2854,0.9393,0.0011
0.01500,2.7532,-5.3401,2.5869,12.5168,12.4614,12.0314,0.2964,0.2868,0.9425,0.0011
0.01505,2.7668,-5.3483,2.5815,12.5169,12.4613,12.0304,0.2992,0.2882,0.9456,0.0011
0.01510,2.7803,-5.3564,2.5761,12.5171,12.4612,12.0295,0.3020,0.2895,0.9488,0.0011
0.01515,2.7939,-5.3644,2.5706,12.5173,12.4611,12.0285,0.3047,0.2909,0.9519,0.0011
0.01520,2.8074,-5.3724,2.5650,12.5174,12.4610,12.0276,0.3076,0.2923,0.9550,0.0012
0.01525,2.8209,-5.3803,2.5594,12.5176,12.4609,12.0267,0.3104,0.2937,0.9582,0.0012
0.01530,2.8345,-5.3881,2.5536,12.5177,12.4607,12.0257,0.3132,0.2950,0.9613,0.0012
0.01535,2.8480,-5.3959,2.5478,12.5178,12.4606,12.0248,0.3161,0.2964,0.9645,0.0012
0.01540,2.8615,-5.4035,2.5420,12.5180,12.4605,12.0238,0.3189,0.2978,0.9676,0.0012
0.01545,2.8751,-5.4111,2.5361,12.5181,12.4603,12.0229,0.3218,0.2991,0.9708,0.0012
0.01550,2.8886,-5.4187,2.5301,12.5182,12.4602,12.0220,0.3247,0.3005,0.9739,0.0013
0.01555,2.9021,-5.4261,2.5240,12.5183,12.4600,12.0210,0.3276,0.3018,0.9770,0.0013
0.01560,2.9156,-5.4335,2.5179,12.5184,12.4599,12.0201,0.3305,0.3032,0.9802,0.0013
0.01565,2.9291,-5.4408,2.5117,12.5186,12.4597,12.0191,0.3334,0.3046,0.9833,0.0013
0.01570,2.9426,-5.4481,2.5054,12.5187,12.4595,12.0182,0.3364,0.3059,0.9865,0.0013
0.01575,2.9561,-5.4552,2.4991,12.5188,12.4594,12.0173,0.3393,0.3073,0.9896,0.0013
0.01580,2.9696,-5.4623,2.4927,12.5188,12.4592,12.0163,0.3423,0.3086,0.9927,0.0014
0.01585,2.9831,-5.4694,2.4862,12.5189,12.4590,12.0154,0.3453,0.3100,0.9959,0.0014
0.01590,2.9966,-5.4763,2.4797,12.5190,12.4588,12.0144,0.3483,0.3114,0.9990,0.0014
0.01595,3.0101,-5.4832,2.4731,12.5191,12.4586,12.0135,0.3513,0.3127,1.0022,0.0014
0.01600,3.0235,-5.4900,2.4665,12.5192,12.4584,12.0126,0.3543,0.3141,1.0053,0.0014
0.01605,3.0370,-5.4968,2.4597,12.5192,12.4582,12.0116,0.3573,0.3154,1.0085,0.0014
0.01610,3.0505,-5.5034,2.4530,12.5193,12.4580,12.0107,0.3604,0.3168,1.0116,0.0015
0.01615,3.0639,-5.5100,2.4461,12.5193,12.4578,12.0097,0.3635,0.3181,1.0147,0.0015
0.01620,3.0773,-5.5165,2.4392,12.5194,12.4576,12.0088,0.3665,0.3195,1.0179,0.0015
0.01625,3.0908,-5.5230,2.4322,12.5194,12.4574,12.0078,0.3696,0.3208,1.0210,0.0015
0.01630,3.1042,-5.5294,2.4252,12.5195,12.4571,12.0069,0.3727,0.3222,1.0242,0.0015
0.01635,3.1176,-5.5357,2.4181,12.5195,12.4569,12.0060,0.3758,0.3235,1.0273,0.0016
0.01640,3.1310,-5.5419,2.4109,12.5195,12.4567,12.0050,0.3790,0.3248,1.0304,0.0016
0.01645,3.1444,-5.5481,2.4037,12.5196,12.4564,12.0041,0.3821,0.3262,1.0336,0.0016
0.01650,3.1578,-5.5541,2.3964,12.5196,12.4562,12.0031,0.3853,0.3275,1.0367,0.0016
0.01655,3.1712,-5.5602,2.3890,12.5196,12.4559,12.0022,0.3884,0.3289,1.0399,0.0016
0.01660,3.1845,-5.5661,2.3816,12.5196,12.4557,12.0013,0.3916,0.3302,1.0430,0.0016
0.01665,3.1979,-5.5720,2.3741,12.5196,12.4554,12.0003,0.3948,0.3315,1.0462,0.0017
0.01670,3.2112,-5.5778,2.3665,12.5196,12.4551,11.9994,0.3980,0.3329,1.0493,0.0017
0.01675,3.2246,-5.5835,2.3589,12.5196,12.4549,11.9984,0.4013,0.3342,1.0524,0.0017
0.01680,3.2379,-5.5891,2.3513,12.5196,12.4546,11.9975,0.4045,0.3355,1.0556,0.0017
0.01685,3.2512,-5.5947,2.3435,12.5196,12.4543,11.9965,0.4078,0.3369,1.0587,0.0017
0.01690,3.2645,-5.6002,2.3357,12.5196,12.4540,11.9956,0.4110,0.3382,1.0619,0.0018
0.01695,3.2778,-5.6057,2.3279,12.5195,12.4537,11.9947,0.4143,0.3395,1.0650,0.0018
0.01700,3.2911,-5.6110,2.3200,12.5195,12.4534,11.9937,0.4176,0.3408,1.0681,0.0018
0.01705,3.3043,-5.6163,2.3120,12.5195,12.4531,11.9928,0.4209,0.3422,1.0713,0.0018
0.01710,3.3176,-5.6215,2.3040,12.5194,12.4528,11.9918,0.4242,0.3435,1.0744,0.0019
0.01715,3.3308,-5.6267,2.2959,12.5194,12.4525,11.9909,0.4275,0.3448,1.0776,0.0019
0.01720,3.3440,-5.6318,2.2877,12.5193,12.4522,11.9900,0.4309,0.3461,1.0807,0.0019
0.01725,3.3572,-5.6368,2.2795,12.5193,12.4519,11.9890,0.4342,0.3474,1.0838,0.0019
0.01730,3.3704,-5.6417,2.2712,12.5192,12.4515,11.9881,0.4376,0.3487,1.0870,0.0019
0.01735,3.3836,-5.6465,2.2629,12.5191,12.4512,11.9871,0.4410,0.3500,1.0901,0.0020
0.01740,3.3968,-5.6513,2.2545,12.5191,12.4509,11.9862,0.4444,0.3514,1.0933,0.0020
0.01745,3.4099,-5.6560,2.2461,12.5190,12.4505,11.9852,0.4478,0.3527,1.0964,0.0020
0.01750,3.4231,-5.6607,2.2376,12.5189,12.4502,11.9843,0.4512,0.3540,1.0996,0.0020
0.01755,3.4362,-5.6652,2.2290,12.5188,12.4498,11.9834,0.4547,0.3553,1.1027,0.0021
0.01760,3.4493,-5.6697,2.2204,12.5187,12.4495,11.9824,0.4581,0.3566,1.1058,0.0021
0.01765,3.4624,-5.6741,2.2117,12.5186,12.4491,11.9815,0.4616,0.3579,1.1090,0.0021
0.01770,3.4755,-5.6785,2.2030,12.5185,12.4487,11.9805,0.4650,0.3592,1.1121,0.0021
0.01775,3.4885,-5.6827,2.1942,12.5184,12.4484,11.9796,0.4685,0.3605,1.1153,0.0021
0.01780,3.5016,-5.6869,2.1853,12.5183,12.4480,11.9787,0.4720,0.3618,1.1184,0.0022
0.01785,3.5146,-5.6911,2.1764,12.5182,12.4476,11.9777,0.4755,0.3630,1.1215,0.0022
0.01790,3.5276,-5.6951,2.1675,12.5181,12.4472,11.9768,0.4791,0.3643,1.1247,0.0022
0.01795,3.5406,-5.6991,2.1585,12.5179,12.4469,11.9758,0.4826,0.3656,1.1278,0.0022
0.01800,3.5536,-5.7030,2.1494,12.5178,12.4465,11.9749,0.4862,0.3669,1.1310,0.0023
0.01805,3.5666,-5.7068,2.1403,12.5177,12.4461,11.9740,0.4897,0.3682,1.1341,0.0023
0.01810,3.5795,-5.7106,2.1311,12.5175,12.4457,11.9730,0.4933,0.3695,1.1373,0.0023
0.01815,3.5924,-5.7143,2.1218,12.5174,12.4453,11.9721,0.4969,0.3707,1.1404,0.0023
0.01820,3.6053,-5.7179,2.1125,12.5172,12.4448,11.9711,0.5005,0.3720,1.1435,0.0024
0.01825,3.6182,-5.7214,2.1032,12.5170,12.4444,11.9702,0.5041,0.3733,1.1467,0.0024
0.01830,3.6311,-5.7249,2.0938,12.5169,12.4440,11.9693,0.5077,0.3746,1.1498,0.0024
0.01835,3.6440,-5.7283,2.0843,12.5167,12.4436,11.9683,0.5114,0.3758,1.1530,0.0024
0.01840,3.6568,-5.7316,2.0748,12.5165,12.4431,11.9674,0.5150,0.3771,1.1561,0.0025
0.01845,3.6696,-5.7349,2.0653,12.5164,12.4427,11.9664,0.5187,0.3784,1.1592,0.0025
0.01850,3.6824,-5.7380,2.0557,12.5162,12.4423,11.9655,0.5224,0.3796,1.1624,0.0025
0.01855,3.6952,-5.7412,2.0460,12.5160,12.4418,11.9646,0.5261,0.3809,1.1655,0.0025
0.01860,3.7079,-5.7442,2.0363,12.5158,12.4414,11.9636,0.5298,0.3821,1.1687,0.0026
0.01865,3.7206,-5.7471,2.0265,12.5156,12.4409,11.9627,0.5335,0.3834,1.1718,0.0026
0.01870,3.7333,-5.7500,2.0167,12.5154,12.4405,11.9618,0.5372,0.3846,1.1750,0.0026
0.01875,3.7460,-5.7528,2.0068,12.5152,12.4400,11.9608,0.5409,0.3859,1.1781,0.0027
0.01880,3.7587,-5.7556,1.9969,12.5150,12.4395,11.9599,0.5447,0.3871,1.1812,0.0027
0.01885,3.7714,-5.7583,1.9869,12.5147,12.4391,11.9590,0.5485,0.3884,1.1844,0.0027
0.01890,3.7840,-5.7608,1.9769,12.5145,12.4386,11.9580,0.5522,0.3896,1.1875,0.0027
0.01895,3.7966,-5.7634,1.9668,12.5143,12.4381,11.9571,0.5560,0.3908,1.1907,0.0028
0.01900,3.8092,-5.7658,1.9567,12.5140,12.4376,11.9562,0.5598,0.3921,1.1938,0.0028
0.01905,3.8217,-5.7682,1.9465,12.5138,12.4371,11.9552,0.5637,0.3933,1.1969,0.0028
0.01910,3.8343,-5.7705,1.9362,12.5136,12.4366,11.9543,0.5675,0.3945,1.2001,0.0028
0.01915,3.8468,-5.7727,1.9260,12.5133,12.4361,11.9534,0.5713,0.3958,1.2032,0.0029
0.01920,3.8593,-5.7749,1.9156,12.5130,12.4356,11.9524,0.5752,0.3970,1.2064,0.0029
0.01925,3.8717,-5.7770,1.9052,12.5128,12.4351,11.9515,0.5790,0.3982,1.2095,0.0029
0.01930,3.8842,-5.7790,1.8948,12.5125,12.4346,11.9506,0.5829,0.3994,1.2127,0.0030
0.01935,3.8966,-5.7809,1.8843,12.5122,12.4341,11.9497,0.5868,0.4006,1.2158,0.0030
0.01940,3.9090,-5.7828,1.8738,12.5120,12.4335,11.9487,0.5907,0.4019,1.2189,0.0030
0.01945,3.9214,-5.7846,1.8632,12.5117,12.4330,11.9478,0.5946,0.4031,1.2221,0.0030
0.01950,3.9337,-5.7863,1.8526,12.5114,12.4325,11.9469,0.5985,0.4043,1.2252,0.0031
0.01955,3.9460,-5.7879,1.8419,12.5111,12.4319,11.9459,0.6025,0.4055,1.2284,0.0031
0.01960,3.9583,-5.7895,1.8312,12.5108,12.4314,11.9450,0.6064,0.4067,1.2315,0.0031
0.01965,3.9706,-5.7910,1.8204,12.5105,12.4309,11.9441,0.6104,0.4079,1.2346,0.0032
0.01970,3.9828,-5.7925,1.8096,12.5102,12.4303,11.9432,0.6144,0.4091,1.2378,0.0032
0.01975,3.9950,-5.7938,1.7988,12.5099,12.4297,11.9422,0.6183,0.4103,1.2409,0.0032
0.01980,4.0072,-5.7951,1.7879,12.5096,12.4292,11.9413,0.6223,0.4114,1.2441,0.0033
0.01985,4.0194,-5.7963,1.7769,12.5093,12.4286,11.9404,0.6263,0.4126,1.2472,0.0033
0.01990,4.0316,-5.7975,1.7659,12.5089,12.4281,11.9395,0.6304,0.4138,1.2504,0.0033
0.01995,4.0437,-5.7985,1.7549,12.5086,12.4275,11.9385,0.6344,0.4150,1.2535,0.0034
0.02000,4.0558,-5.7995,1.7438,12.5083,12.4269,11.9376,0.6384,0.4162,1.2566,0.0034
0.02005,4.0678,-5.8004,1.7326,12.5079,12.4263,11.9367,0.6425,0.4173,1.2598,0.0034
0.02010,4.0798,-5.8013,1.7214,12.5076,12.4257,11.9358,0.6466,0.4185,1.2629,0.0035
0.02015,4.0919,-5.8021,1.7102,12.5072,12.4251,11.9349,0.6506,0.4197,1.2661,0.0035
0.02020,4.1038,-5.8028,1.6989,12.5069,12.4245,11.9339,0.6547,0.4208,1.2692,0.0035
0.02025,4.1158,-5.8034,1.6876,12.5065,12.4239,11.9330,0.6588,0.4220,1.2723,0.0036
0.02030,4.1277,-5.8040,1.6763,12.5061,12.4233,11.9321,0.6630,0.4232,1.2755,0.0036
0.02035,4.1396,-5.8044,1.6648,12.5058,12.4227,11.9312,0.6671,0.4243,1.2786,0.0036
0.02040,4.1515,-5.8049,1.6534,12.5054,12.4221,11.9303,0.6712,0.4255,1.2818,0.0037
0.02045,4.1633,-5.8052,1.6419,12.5050,12.4215,11.9294,0.6754,0.4266,1.2849,0.0037
0.02050,4.1751,-5.8055,1.6304,12.5046,12.4209,11.9284,0.6795,0.4278,1.2881,0.0037
0.02055,4.1869,-5.8057,1.6188,12.5042,12.4203,11.9275,0.6837,0.4289,1.2912,0.0038
0.02060,4.1986,-5.8058,1.6072,12.5038,12.4196,11.9266,0.6879,0.4300,1.2943,0.0038
0.02065,4.2103,-5.8059,1.5955,12.5034,12.4190,11.9257,0.6921,0.4312,1.2975,0.0038
0.02070,4.2220,-5.8058,1.5838,12.5030,12.4183,11.9248,0.6963,0.4323,1.3006,0.0039
0.02075,4.2337,-5.8057,1.5720,12.5026,12.4177,11.9239,0.7005,0.4334,1.3038,0.0039
0.02080,4.2453,-5.8056,1.5603,12.5022,12.4171,11.9230,0.7047,0.4346,1.3069,0.0039
0.02085,4.2569,-5.8053,1.5484,12.5018,12.4164,11.9220,0.7090,0.4357,1.3100,0.0040
0.02090,4.2685,-5.8050,1.5366,12.5013,12.4157,11.9211,0.7132,0.4368,1.3132,0.0040
0.02095,4.2800,-5.8047,1.5246,12.5009,12.4151,11.9202,0.7175,0.4379,1.3163,0.0040
0.02100,4.2915,-5.8042,1.5127,12.5005,12.4144,11.9193,0.7217,0.4390,1.3195,0.0041
0.02105,4.3030,-5.8037,1.5007,12.5000,12.4137,11.9184,0.7260,0.4401,1.3226,0.0041
0.02110,4.3144,-5.8031,1.4887,12.4996,12.4131,11.9175,0.7303,0.4412,1.3258,0.0041
0.02115,4.3258,-5.8024,1.4766,12.4991,12.4124,11.9166,0.7346,0.4423,1.3289,0.0042
0.02120,4.3372,-5.8017,1.4645,12.4987,12.4117,11.9157,0.7389,0.4434,1.3320,0.0042
0.02125,4.3486,-5.8009,1.4523,12.4982,12.4110,11.9148,0.7433,0.4445,1.3352,0.0043
0.02130,4.3599,-5.8000,1.4401,12.4978,12.4103,11.9139,0.7476,0.4456,1.3383,0.0043
0.02135,4.3712,-5.7990,1.4279,12.4973,12.4096,11.9130,0.7519,0.4467,1.3415,0.0043
0.02140,4.3824,-5.7980,1.4156,12.4968,12.4089,11.9121,0.7563,0.4478,1.3446,0.0044
0.02145,4.3936,-5.7969,1.4033,12.4963,12.4082,11.9112,0.7607,0.4488,1.3477,0.0044
0.02150,4.4048,-5.7957,1.3910,12.4958,12.4075,11.9103,0.7651,0.4499,1.3509,0.0044
0.02155,4.4159,-5.7945,1.3786,12.4953,12.4068,11.9094,0.7694,0.4510,1.3540,0.0045
0.02160,4.4270,-5.7932,1.3661,12.4949,12.4061,11.9085,0.7738,0.4521,1.3572,0.0045
0.02165,4.4381,-5.7918,1.3537,12.4944,12.4054,11.9076,0.7783,0.4531,1.3603,0.0046
0.02170,4.4492,-5.7904,1.3412,12.4938,12.4046,11.9067,0.7827,0.4542,1.3635,0.0046
0.02175,4.4602,-5.7888,1.3287,12.4933,12.4039,11.9058,0.7871,0.4552,1.3666,0.0046
0.02180,4.4712,-5.7872,1.3161,12.4928,12.4032,11.9049,0.7916,0.4563,1.3697,0.0047
0.02185,4.4821,-5.7856,1.3035,12.4923,12.4024,11.9040,0.7960,0.4573,1.3729,0.0047
0.02190,4.4930,-5.7838,1.2908,12.4918,12.4017,11.9031,0.8005,0.4584,1.3760,0.0048
0.02195,4.5039,-5.7820,1.2781,12.4912,12.4010,11.9022,0.8050,0.4594,1.3792,0.0048
0.02200,4.5147,-5.7801,1.2654,12.4907,12.4002,11.9013,0.8094,0.4605,1.3823,0.0048
0.02205,4.5255,-5.7782,1.2527,12.4902,12.3994,11.9005,0.8139,0.4615,1.3854,0.0049
0.02210,4.5363,-5.7762,1.2399,12.4896,12.3987,11.8996,0.8185,0.4625,1.3886,0.0049
0.02215,4.5470,-5.7741,1.2271,12.4891,12.3979,11.8987,0.8230,0.4636,1.3917,0.0050
0.02220,4.5577,-5.7719,1.2142,12.4885,12.3972,11.8978,0.8275,0.4646,1.3949,0.0050
0.02225,4.5683,-5.7697,1.2013,12.4880,12.3964,11.8969,0.8320,0.4656,1.3980,0.0050
0.02230,4.5789,-5.7673,1.1884,12.4874,12.3956,11.8960,0.8366,0.4666,1.4012,0.0051
0.02235,4.5895,-5.7650,1.1754,12.4868,12.3948,11.8951,0.8411,0.4676,1.4043,0.0051
0.02240,4.6001,-5.7625,1.1624,12.4863,12.3941,11.8942,0.8457,0.4686,1.4074,0.0052
0.02245,4.6106,-5.7600,1.1494,12.4857,12.3933,11.8934,0.8503,0.4696,1.4106,0.0052
0.02250,4.6210,-5.7574,1.1364,12.4851,12.3925,11.8925,0.8549,0.4706,1.4137,0.0053
0.02255,4.6315,-5.7547,1.1233,12.4845,12.3917,11.8916,0.8595,0.4716,1.4169,0.0053
0.02260,4.6419,-5.7520,1.1101,12.4839,12.3909,11.8907,0.8641,0.4726,1.4200,0.0053
0.02265,4.6522,-5.7492,1.0970,12.4833,12.3901,11.8899,0.8687,0.4736,1.4231,0.0054
0.02270,4.6625,-5.7463,1.0838,12.4827,12.3893,11.8890,0.8733,0.4746,1.4263,0.0054
0.02275,4.6728,-5.7434,1.0706,12.4821,12.3885,11.8881,0.8780,0.4756,1.4294,0.0055
0.02280,4.6831,-5.7404,1.0573,12.4815,12.3876,11.8872,0.8826,0.4766,1.4326,0.0055
0.02285,4.6933,-5.7373,1.0440,12.4809,12.3868,11.8864,0.8873,0.4775,1.4357,0.0056
0.02290,4.7034,-5.7341,1.0307,12.4803,12.3860,11.8855,0.8919,0.4785,1.4388,0.0056
0.02295,4.7135,-5.7309,1.0174,12.4796,12.3852,11.8846,0.8966,0.4795,1.4420,0.0057
0.02300,4.7236,-5.7276,1.0040,12.4790,12.3843,11.8837,0.9013,0.4804,1.4451,0.0057
0.02305,4.7337,-5.7243,0.9906,12.4784,12.3835,11.8829,0.9060,0.4814,1.4483,0.0057
0.02310,4.7437,-5.7208,0.9772,12.4777,12.3827,11.8820,0.9107,0.4823,1.4514,0.0058
0.02315,4.7536,-5.7173,0.9637,12.4771,12.3818,11.8811,0.9154,0.4833,1.4546,0.0058
0.02320,4.7636,-5.7138,0.9502,12.4764,12.3810,11.8803,0.9201,0.4842,1.4577,0.0059
0.02325,4.7734,-5.7101,0.9367,12.4758,12.3801,11.8794,0.9249,0.4852,1.4608,0.0059
0.02330,4.7833,-5.7064,0.9231,12.4751,12.3793,11.8785,0.9296,0.4861,1.4640,0.0060
0.02335,4.7931,-5.7026,0.9095,12.4745,12.3784,11.8777,0.9344,0.4870,1.4671,0.0060
0.02340,4.8029,-5.6988,0.8959,12.4738,12.3776,11.8768,0.9391,0.4879,1.4703,0.0061
0.02345,4.8126,-5.6948,0.8823,12.4731,12.3767,11.8760,0.9439,0.4889,1.4734,0.0061
0.02350,4.8223,-5.6909,0.8686,12.4725,12.3758,11.8751,0.9487,0.4898,1.4765,0.0062
0.02355,4.8319,-5.6868,0.8549,12.4718,12.3749,11.8743,0.9535,0.4907,1.4797,0.0062
0.02360,4.8415,-5.6827,0.8412,12.4711,12.3741,11.8734,0.9583,0.4916,1.4828,0.0063
0.02365,4.8510,-5.6785,0.8274,12.4704,12.3732,11.8725,0.9631,0.4925,1.4860,0.0063
0.02370,4.8606,-5.6742,0.8136,12.4697,12.3723,11.8717,0.9679,0.4934,1.4891,0.0064
0.02375,4.8700,-5.6699,0.7998,12.4690,12.3714,11.8708,0.9727,0.4943,1.4923,0.0064
0.02380,4.8795,-5.6655,0.7860,12.4683,12.3705,11.8700,0.9775,0.4952,1.4954,0.0064
0.02385,4.8888,-5.6610,0.7721,12.4676,12.3696,11.8691,0.9824,0.4961,1.4985,0.0065
0.02390,4.8982,-5.6564,0.7583,12.4669,12.3687,11.8683,0.9872,0.4970,1.5017,0.0065
0.02395,4.9075,-5.6518,0.7443,12.4661,12.3678,11.8675,0.9921,0.4979,1.5048,0.0066
0.02400,4.9167,-5.6471,0.7304,12.4654,12.3669,11.8666,0.9970,0.4987,1.5080,0.0066
0.02405,4.9260,-5.6424,0.7164,12.4647,12.3660,11.8658,1.0018,0.4996,1.5111,0.0067
0.02410,4.9351,-5.6376,0.7024,12.4640,12.3651,11.8649,1.0067,0.5005,1.5142,0.0067
0.02415,4.9443,-5.6327,0.6884,12.4632,12.3642,11.8641,1.0116,0.5013,1.5174,0.0068
0.02420,4.9533,-5.6277,0.6744,12.4625,12.3632,11.8632,1.0165,0.5022,1.5205,0.0068
0.02425,4.9624,-5.6227,0.6603,12.4617,12.3623,11.8624,1.0214,0.5031,1.5237,0.0069
0.02430,4.9714,-5.6176,0.6462,12.4610,12.3614,11.8616,1.0263,0.5039,1.5268,0.0070
0.02435,4.9803,-5.6125,0.6321,12.4602,12.3604,11.8607,1.0313,0.5047,1.5300,0.0070
0.02440,4.9892,-5.6072,0.6180,12.4595,12.3595,11.8599,1.0362,0.5056,1.5331,0.0071
0.02445,4.9981,-5.6020,0.6038,12.4587,12.3586,11.8591,1.0412,0.5064,1.5362,0.0071
0.02450,5.0069,-5.5966,0.5897,12.4579,12.3576,11.8582,1.0461,0.5073,1.5394,0.0072
0.02455,5.0157,-5.5912,0.5755,12.4572,12.3567,11.8574,1.0511,0.5081,1.5425,0.0072
0.02460,5.0244,-5.5857,0.5612,12.4564,12.3557,11.8566,1.0560,0.5089,1.5457,0.0073
0.02465,5.0331,-5.5801,0.5470,12.4556,12.3548,11.8557,1.0610,0.5097,1.5488,0.0073
